0
"[65090.17497771617, 65244.761502541274, 58274.69450779669, 6174.186324408354]"
"[89319.37204429478, 90305.4591026091, 81813.74707814152, 6986.192152638996]"
"[103050.80555976316, 97322.10898883572, 88568.66501313767, 8028.815648037379]"
"[104636.15913916795, 106209.50681309277, 97985.27213873761, 8209.238569291274]"
"[104676.47412718792, 105794.47547745766, 99275.56631672743, 7036.115699704224]"
"[109387.66366836494, 110757.82164515233, 104300.19184867488, 6554.242023510491]"
"[75719.96558474668, 75153.44234554574, 68156.7371377006, 8113.755771844696]"
"[93352.15970002553, 94005.79674869913, 83778.1319525257, 9596.969088862066]"
"[107414.05589197399, 109882.76446188251, 101705.00199719192, 7596.98109030891]"
"[112788.66418447834, 114100.15104835539, 107889.78679215293, 8213.355707482615]"
"[134683.53936423027, 135494.01353697517, 127249.23256677832, 9964.546541433663]"
"[100965.13935486268, 101953.77405718826, 94327.52556336121, 7743.867643830047]"
"[107904.6826248005, 110930.51696723206, 100872.74902196317, 9156.922604680163]"
"[86740.58663833905, 86997.48275331792, 78863.74718693641, 9589.160428761128]"
"[94378.12104759445, 93015.39246330978, 87816.0116372753, 5887.796292798541]"
"[97511.08071167873, 96518.05613377725, 90212.04078276375, 7846.037935803964]"
"[107808.51818136103, 106921.38513652331, 98542.8288058566, 9439.910641810924]"
"[133052.78525608673, 132434.90346408536, 123970.37740823622, 9208.968091113904]"
"[116607.11888087454, 114921.6126371525, 105561.84777262121, 5661.813323919524]"
"[69323.09977564342, 68541.87139169512, 61679.818551683245, 5369.824893770022]"
"[103471.70123841007, 99634.88248672069, 89323.95696865961, 9525.912513835503]"
"[113639.46819310587, 110453.67025916289, 98068.45375808227, 6676.4830862064355]"
"[65028.06694535037, 65156.70760751098, 59202.09809382703, 7121.061046547422]"
"[126085.05411902013, 126828.0666462869, 118516.41834846535, 8551.005741931142]"
"[114843.98067522081, 115730.02859072357, 105567.70906115291, 10540.812570590437]"
"[88111.72958918702, 90101.44850953876, 81746.52421550073, 8547.574048036271]"
"[147206.54474230364, 147112.6884628827, 135943.8509878295, 10533.744490872808]"
"[110200.71060008848, 111144.75698330151, 100884.69504003596, 8097.056998424273]"
"[76365.63290072573, 78704.6710644469, 70582.66364180497, 6688.598226472272]"
"[106332.83573884916, 109603.14112939982, 99629.9114233901, 5804.812575702196]"
"[86537.9351402288, 86461.49767727678, 81117.70480080342, 6611.69143907664]"
"[87040.26387696013, 88317.67840034395, 80230.95405268167, 7819.08853216018]"
"[90372.01288718743, 85306.35021845119, 78100.49823219464, 7487.44118353984]"
"[100961.13908745046, 102918.47577729129, 91430.77470530859, 7659.301803433917]"
"[91868.51069663682, 90492.8939694395, 80727.52613109845, 7385.41045385276]"
"[71426.98858750677, 75716.61837100485, 63869.1267606427, 6980.722758732598]"
"[100383.36705755648, 103913.4203889362, 92171.99592206787, 8321.88454891778]"
"[122639.83201101302, 116379.5091142486, 106437.49549283295, 9158.193370799741]"
"[98972.15294395304, 99321.61286201923, 92153.63734792014, 6987.151888686032]"
"[92528.22787609606, 96371.15455247852, 83631.63682241381, 9314.457668132414]"
"[94984.83066030807, 95391.2677757745, 85673.48391165811, 9851.968546471393]"
"[121870.07282935233, 123264.82560167352, 110869.14599652872, 10104.479082384416]"
"[75767.095657115, 74914.53630757835, 69264.23481156297, 5974.46672610699]"
"[91919.61716373225, 94379.56934210398, 84166.29813075518, 7061.98895609022]"
"[99852.10397742901, 98076.52142409848, 87761.04831041889, 8191.432228857292]"
"[133916.2252484547, 136073.475415882, 125638.77417377914, 8610.238229048833]"
"[78335.91298419895, 81664.32153568885, 71446.25799092784, 8140.854495335367]"
"[105441.87718127511, 109989.01732263781, 98595.19740632053, 8509.579843663272]"
"[127917.06597033759, 129657.76080033313, 117235.55380652845, 10698.873247095833]"
"[103089.19044746557, 103830.2823619736, 93298.0921899465, 8829.91931455258]"
